耗材类别	总序号	产品序号	耗材分类代码	"一级分类
（学科、品类）"	"二级分类
（用途、品目）"	"三级分类
（部位、功能、品种）"	"通用名
代码"	"医保
通用名"	"材质
代码"	材质	"特征
代码"	特征参数
	3958	50	C01020400202002	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	002	扩张胆管/传统长交换方式/双出水口球囊
	3959	51	C01020400202003	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	003	扩张胆管/快速短交换方式/单出水口球囊
	3960	52	C01020400202004	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	004	扩张胆管/快速短交换方式/双出水口球囊
	3961	53	C01020400202005	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	005	扩张乳头/传统长交换方式/单出水口球囊
	3962	54	C01020400202006	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	006	扩张乳头/传统长交换方式/双出水口球囊
	3963	55	C01020400202007	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	007	扩张乳头/快速短交换方式/单出水口球囊
	3964	56	C01020400202008	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	008	扩张乳头/快速短交换方式/双出水口球囊
	3965	57	C01020400202009	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	009	扩张胰管/传统长交换方式/单出水口球囊
	3966	58	C01020400202010	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	010	扩张胰管/传统长交换方式/双出水口球囊
	3967	59	C01020400202011	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	011	扩张胰管/快速短交换方式/单出水口球囊
	3968	60	C01020400202012	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	012	扩张胰管/快速短交换方式/双出水口球囊
	3969	61	C01020500200001	非血管介入治疗类材料	消化介入材料	胆胰取石球囊	002	球囊	00	不区分	001	双腔
	3970	62	C01020500200005	非血管介入治疗类材料	消化介入材料	胆胰取石球囊	002	球囊	00	不区分	005	三腔
	3971	63	C01023600200000	非血管介入治疗类材料	消化介入材料	小肠镜球囊	002	球囊	00	不区分	000	常规
	3972	64	C01030300200001	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	001	输尿管/带泵
	3973	65	C01030300200002	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	002	输尿管/不带泵
	3974	66	C01030300200003	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	003	肾造瘘/带泵
	3975	67	C01030300200004	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	004	肾造瘘/不带泵
	3976	68	C01030300200005	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	005	尿道/带泵
	3977	69	C01030300200006	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	006	尿道/不带泵
	3978	70	C01030300200007	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	007	输尿管封堵/带泵
	3979	71	C01030300200008	非血管介入治疗类材料	泌尿介入材料	泌尿介入球囊	002	球囊	00	不区分	008	输尿管封堵/不带泵
	3980	72	C02020500200001	血管介入治疗类材料	冠脉介入治疗材料	冠脉扩张球囊	002	球囊	00	不区分	001	半顺应性/快速交换
	3981	73	C02020500200002	血管介入治疗类材料	冠脉介入治疗材料	冠脉扩张球囊	002	球囊	00	不区分	002	半顺应性/OTW
	3982	74	C02020500200003	血管介入治疗类材料	冠脉介入治疗材料	冠脉扩张球囊	002	球囊	00	不区分	003	非顺应性/快速交换
	3983	75	C02020500200004	血管介入治疗类材料	冠脉介入治疗材料	冠脉扩张球囊	002	球囊	00	不区分	004	非顺应性/OTW
	3984	76	C02020600200001	血管介入治疗类材料	冠脉介入治疗材料	冠脉药物涂层球囊	002	球囊	00	不区分	001	亲水涂层
	3985	77	C02020600200002	血管介入治疗类材料	冠脉介入治疗材料	冠脉药物涂层球囊	002	球囊	00	不区分	002	非亲水涂层
	3986	78	C02020700200000	血管介入治疗类材料	冠脉介入治疗材料	切割球囊	002	球囊	00	不区分	000	常规
	3987	79	C02020800200000	血管介入治疗类材料	冠脉介入治疗材料	冠脉棘/乳突球囊	002	球囊	00	不区分	000	常规
	3988	80	C02020900200000	血管介入治疗类材料	冠脉介入治疗材料	冠脉介入其他球囊	002	球囊	00	不区分	000	常规
	3989	81	C02021700200000	血管介入治疗类材料	冠脉介入治疗材料	主动脉球囊反搏导管	002	球囊	00	不区分	000	常规
	3990	82	C02031300200000	血管介入治疗类材料	结构心脏病用材料	测量球囊	002	球囊	00	不区分	000	常规
	3991	83	C02050200200000	血管介入治疗类材料	神经介入治疗材料	栓塞球囊	002	球囊	00	不区分	000	常规
	3992	84	C02050300200001	血管介入治疗类材料	神经介入治疗材料	球囊封堵导管	002	球囊	00	不区分	001	取栓用/单腔
	3993	85	C02050300200002	血管介入治疗类材料	神经介入治疗材料	球囊封堵导管	002	球囊	00	不区分	002	取栓用/双腔
	3994	86	C02050300200003	血管介入治疗类材料	神经介入治疗材料	球囊封堵导管	002	球囊	00	不区分	003	动脉瘤用/单腔
	3995	87	C02050300200004	血管介入治疗类材料	神经介入治疗材料	球囊封堵导管	002	球囊	00	不区分	004	动脉瘤用/双腔
	3996	88	C02050400200000	血管介入治疗类材料	神经介入治疗材料	球囊扩张导管	002	球囊	00	不区分	000	常规
	3997	89	C02061800200001	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	001	紫杉醇/亲水涂层/长度≤15cm
	3998	90	C02061800200002	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	002	紫杉醇/亲水涂层/长度＞15cm
	3999	91	C02061800200003	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	003	紫杉醇/非亲水涂层/长度≤15cm
	4000	92	C02061800200004	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	004	紫杉醇/非亲水涂层/长度＞15cm
	4001	93	C02061800200005	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	005	雷帕霉素类/亲水涂层/长度≤15cm
	4002	94	C02061800200006	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	006	雷帕霉素类/亲水涂层/长度＞15cm
	4003	95	C02061800200007	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	007	雷帕霉素类/非亲水涂层/长度≤15cm
	4004	96	C02061800200008	血管介入治疗类材料	外周血管介入	外周药物涂层球囊	002	球囊	00	不区分	008	雷帕霉素类/非亲水涂层/长度＞15cm
	4005	97	C02061900200001	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	001	非顺应性/导丝直径0.014英寸
	4006	98	C02061900200002	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	002	非顺应性/导丝直径0.018英寸
	4007	99	C02061900200003	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	003	非顺应性/导丝直径0.035英寸
	4008	100	C02061900200004	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	004	半顺应性/导丝直径0.014英寸
	4009	101	C02061900200005	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	005	半顺应性/导丝直径0.018英寸
	4010	102	C02061900200006	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	006	半顺应性/导丝直径0.035英寸
	4011	103	C02061900200007	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	007	顺应性/导丝直径0.014英寸
	4012	104	C02061900200008	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	008	顺应性/导丝直径0.018英寸
	4013	105	C02061900200009	血管介入治疗类材料	外周血管介入	动脉扩张球囊	002	球囊	00	不区分	009	顺应性/导丝直径0.035英寸
	4014	106	C02062000200000	血管介入治疗类材料	外周血管介入	封堵球囊	002	球囊	00	不区分	000	常规
	4015	107	C02062100200000	血管介入治疗类材料	外周血管介入	切割球囊	002	球囊	00	不区分	000	常规
	4016	108	C02062200200000	血管介入治疗类材料	外周血管介入	外周血管其他球囊	002	球囊	00	不区分	000	常规
	4017	109	C02065000200001	血管介入治疗类材料	外周血管介入	静脉扩张球囊	002	球囊	00	不区分	001	非顺应性
	4018	110	C02065000200002	血管介入治疗类材料	外周血管介入	静脉扩张球囊	002	球囊	00	不区分	002	半顺应性
	4019	111	C02065000200003	血管介入治疗类材料	外周血管介入	静脉扩张球囊	002	球囊	00	不区分	003	顺应性
托槽	4020	1	C07110414801001	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	001	舌侧/直丝/双翼
	4021	2	C07110414801002	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	002	舌侧/直丝/主动自锁
	4022	3	C07110414801003	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	003	舌侧/直丝/被动自锁
	4023	4	C07110414801004	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	004	舌侧/直丝/传动
	4024	5	C07110414801005	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	005	舌侧/直丝/Tip-Edge
	4025	6	C07110414801006	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	006	舌侧/方丝/双翼
	4026	7	C07110414801007	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	007	舌侧/方丝/主动自锁
	4027	8	C07110414801008	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	008	舌侧/方丝/被动自锁
	4028	9	C07110414801009	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	009	舌侧/方丝/传动
	4029	10	C07110414801010	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	010	舌侧/方丝/Tip-Edge
	4030	11	C07110414801011	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	011	唇侧/直丝/双翼
	4031	12	C07110414801012	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	012	唇侧/直丝/主动自锁
	4032	13	C07110414801013	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	013	唇侧/直丝/被动自锁
	4033	14	C07110414801014	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	014	唇侧/直丝/传动
	4034	15	C07110414801015	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	015	唇侧/直丝/Tip-Edge
	4035	16	C07110414801016	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	016	唇侧/方丝/双翼
	4036	17	C07110414801017	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	017	唇侧/方丝/主动自锁
	4037	18	C07110414801018	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	018	唇侧/方丝/被动自锁
	4038	19	C07110414801019	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	019	唇侧/方丝/传动
	4039	20	C07110414801020	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	01	陶瓷	020	唇侧/方丝/Tip-Edge
	4040	21	C07110414802001	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	001	舌侧/直丝/双翼
	4041	22	C07110414802002	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	002	舌侧/直丝/主动自锁
	4042	23	C07110414802003	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	003	舌侧/直丝/被动自锁
	4043	24	C07110414802004	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	004	舌侧/直丝/传动
	4044	25	C07110414802005	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	005	舌侧/直丝/Tip-Edge
	4045	26	C07110414802006	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	006	舌侧/方丝/双翼
	4046	27	C07110414802007	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	007	舌侧/方丝/主动自锁
	4047	28	C07110414802008	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	008	舌侧/方丝/被动自锁
	4048	29	C07110414802009	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	009	舌侧/方丝/传动
	4049	30	C07110414802010	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	010	舌侧/方丝/Tip-Edge
	4050	31	C07110414802011	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	011	唇侧/直丝/双翼
	4051	32	C07110414802012	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	012	唇侧/直丝/主动自锁
	4052	33	C07110414802013	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	013	唇侧/直丝/被动自锁
	4053	34	C07110414802014	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	014	唇侧/直丝/传动
	4054	35	C07110414802015	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	015	唇侧/直丝/Tip-Edge
	4055	36	C07110414802016	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	016	唇侧/方丝/双翼
	4056	37	C07110414802017	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	017	唇侧/方丝/主动自锁
	4057	38	C07110414802018	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	018	唇侧/方丝/被动自锁
	4058	39	C07110414802019	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	019	唇侧/方丝/传动
	4059	40	C07110414802020	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	02	金属	020	唇侧/方丝/Tip-Edge
	4060	41	C07110414803001	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	001	舌侧/直丝/双翼
	4061	42	C07110414803002	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	002	舌侧/直丝/主动自锁
	4062	43	C07110414803003	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	003	舌侧/直丝/被动自锁
	4063	44	C07110414803004	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	004	舌侧/直丝/传动
	4064	45	C07110414803005	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	005	舌侧/直丝/Tip-Edge
	4065	46	C07110414803006	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	006	舌侧/方丝/双翼
	4066	47	C07110414803007	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	007	舌侧/方丝/主动自锁
	4067	48	C07110414803008	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	008	舌侧/方丝/被动自锁
	4068	49	C07110414803009	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	009	舌侧/方丝/传动
	4069	50	C07110414803010	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	010	舌侧/方丝/Tip-Edge
	4070	51	C07110414803011	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	011	唇侧/直丝/双翼
	4071	52	C07110414803012	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	012	唇侧/直丝/主动自锁
	4072	53	C07110414803013	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	013	唇侧/直丝/被动自锁
	4073	54	C07110414803014	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	014	唇侧/直丝/传动
	4074	55	C07110414803015	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	015	唇侧/直丝/Tip-Edge
	4075	56	C07110414803016	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	016	唇侧/方丝/双翼
	4076	57	C07110414803017	口腔材料	正畸材料及制品	托槽	148	正畸材料及制品	03	树脂	017	唇侧/方丝/主动自锁
